job_title,company_name,company_location,company_size,industry_stats,job_qualifications,job_skills,job_skills_1,job_type,work_hours,company_email,job_desc
Cloud Solution Architect,PT Smartfren Telecom Tbk,Jakarta Metropolitan Area,"1,001-5,000 employees","Telecommunications  1,001-5,000 employees   5,501 on LinkedIn","Cloud Computing, Cloud-Native Architecture, Google Cloud Platform (GCP), Google Workspace, Microsoft Azure, Office 365, Presales, Public Cloud, Solution Architecture, and VMware",5 school alumni work here,Working in an onsite setting,On-site,Full-time,pt_smartfren_telecom_tbk_hrd@gmail.com,"We are looking for a highly skilled and experienced professional to join our team as a Cloud Presales & Solution Strategist. In this role, you will be responsible for formulating and leading the execution of presales and solution strategies to support the achievement of enterprise business targets. You will play a critical role in developing technical sales strategies to support account growth and new market expansion, as well as ensuring product standardization meets customer needs. The ideal candidate will have at least 3 years of experience in a cloud presales role, particularly in the Google Cloud environment, and relevant certifications such as GCP or Azure. You should have a strong understanding of cloud computing, collaboration tools like GWS and Office 365, and the ability to provide strategic direction to presales teams. Your expertise will also be crucial in formulating feasibility, costing strategies, and ensuring profitable project bidding. If you're passionate about cloud technology and solution strategy, we'd love to have you on board.
"
Product Manager,Panca Budi Tbk,"Tangerang, Banten, Indonesia","10,001+ employees","Plastics Manufacturing  10,001+ employees   408 on LinkedIn","Business Development, Business Strategy, Marketing, Marketing Strategy, Microsoft Excel, Pricing Strategy, Product Development, Product Management, Product Marketing, and Product Strategy","Skills: Marketing, Pricing Strategy, +8 more",Working in an onsite setting,On-site,Full-time,panca_budi_tbk_hrd@gmail.com,"We are looking for a highly motivated and skilled Product Manager/Marketing Manager to join our team. The ideal candidate will have at least 1 year of experience in product management or marketing management, with a strong understanding of product strategy and pricing strategies. You should be able to analyze data to make informed decisions and have a good knowledge of the General Trade Market. Experience with MS Excel is essential for this role, as it will be used for data analysis and reporting. If you have a Bachelor’s degree in any major and a passion for driving product success, we invite you to apply and join our dynamic team.
"
Senior Golang Developer,Mitrais,"Jakarta, Indonesia","501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   644 on LinkedIn","Amazon S3, Amazon Web Services (AWS), Docker Products, Go (Programming Language), Jenkins, MySQL, PHP, PHP Frameworks, Redis, and SQL",6 school alumni work here,"Amazon S3, Amazon Web Services (AWS), Docker Products, Go (Programming Language), Jenkins, MySQL, PHP, PHP Frameworks, Redis, and SQL",Hybrid,Full-time,mitrais_hrd@gmail.com,"We are looking for an experienced Senior Golang Developer to join our team and contribute to an exciting software development project for a large Australian software company. As part of our dynamic team, you will be responsible for coding high-quality software using distributed computing, messaging, and microservices. Your expertise will play a key role in developing data-driven solutions for a range of clients, with a strong focus on performance tuning, memory and resource management techniques.

We need someone with proven experience in Go/Golang development, as well as expertise in PHP frameworks. You should have experience in building APIs (Restful or RPCs), with design best practices using tools such as OpenAPI/Swagger and gRPC. A deep knowledge of both relational and NoSQL datastores, including MySQL, Redis, and AWS services like S3 and DynamoDB, is essential. You will also need to be familiar with modern build techniques and architectures, including AWS, ECS, Lambda, Docker, and Jenkins.

This is a unique opportunity to collaborate with cross-functional, international agile teams, and guide the development of new architectures to solve medium to large technical problems. If you are passionate about building cutting-edge software in a collaborative, technical environment and have a strong background in Golang and modern development practices, we would love to have you on our team.
"
Market Research Associate,PT. VIVO MOBILE INDONESIA,"North Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Telecommunications  1,001-5,000 employees   3,052 on LinkedIn","Analytical Skills, Communication, Internal Communications, Presentations, Report Writing, Research Design, Research Implementation, and Research Projects",3 school alumni work here,"Analytical Skills, Communication, Internal Communications, Presentations, Report Writing, Research Design, Research Implementation, and Research Projects",On-site,Full-time,pt_vivo_mobile_indonesia_hrd@gmail.com,"We are looking for a highly skilled and experienced Market Research Analyst to join our team. The ideal candidate will be responsible for leading and executing research projects across various stages, including research design, project management, in-depth analysis, report writing, and final presentations. You will play a crucial role in supporting internal teams, particularly the product team, by providing insights that align with business needs and strategies. Additionally, you will occasionally collaborate with our global team on significant global research initiatives, such as Net Promoter Score (NPS) evaluations and OS usage studies. The role also involves handling ad-hoc research tasks as required.

The successful candidate will have at least 4 years of experience within a market research agency or in-house research team, with a strong foundation in both qualitative and quantitative methodologies. A background in the smartphone and technology industry is preferred. You should have excellent project management skills, be adept at preparing comprehensive reports, and have strong verbal and written communication abilities to effectively interact with internal teams and external stakeholders. Proficiency in English is required, and knowledge of Mandarin is a plus. If you’re passionate about market research and have experience in the tech industry, we encourage you to apply.
"
Data Engineer,PT. Intikom Berlian Mustika,"Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   595 on LinkedIn,"Application Security, DLP, Databases, Encryption, Penetration Testing, Security Consulting, and Vulnerability Assessment and Penetration Testing (VAPT)",1 school alum works here,"Analytical Skills, Data Analytics, Data Architecture, Data Engineering, Data Modeling, Data Science, Database Design, Databases, SQL Database Administration, and SQL database design",On-site,Contract,pt_intikom_berlian_mustika_hrd@gmail.com,"We are looking for an experienced Data Engineer to join our team. The ideal candidate will be responsible for analyzing and organizing raw data, building data systems and pipelines, and evaluating business needs and objectives. You will be tasked with interpreting trends and patterns, conducting complex data analysis, and preparing data for prescriptive and predictive modeling. Additionally, you will be involved in building algorithms and prototypes, combining raw information from different sources, and exploring ways to enhance data quality and reliability. The role also requires identifying opportunities for data acquisition and developing analytical tools and programs.

To be successful in this role, you should have a degree in Computer Science, IT, or a similar field, with at least 3 years of previous experience as a Data Engineer or in a similar role. You should possess technical expertise in data models, data mining, and segmentation techniques, as well as knowledge of programming languages such as Java and Python. Hands-on experience with SQL database design is essential, and great numerical and analytical skills are a must. Additionally, candidates should be open to being placed in a banking or financial company. If you're passionate about working with data and seeking a dynamic role in a fast-paced environment, we encourage you to apply.
"
Cyber Security Consultant,PT. Intikom Berlian Mustika,"South Jakarta, Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   595 on LinkedIn,"Application Security, DLP, Databases, Encryption, Penetration Testing, Security Consulting, and Vulnerability Assessment and Penetration Testing (VAPT)",1 school alum works here,"Application Security, DLP, Databases, Encryption, Penetration Testing, Security Consulting, and Vulnerability Assessment and Penetration Testing (VAPT)",On-site,Full-time,pt_intikom_berlian_mustika_hrd@gmail.com,"We are looking for a skilled and motivated Security Consultant to join our team. In this role, you will be responsible for implementing security solutions such as Database & Application Security (TDE, SAST, DAST, IAST) and Data Protection (DLP). You will also report potential threats or software issues and research weaknesses to develop strategies for counteracting them. Additionally, preventive and corrective maintenance will be part of your duties, ensuring the security and stability of our systems. You will also assist fellow employees with cybersecurity, software, hardware, and other IT needs.

The ideal candidate will have at least 2 years of experience as a Security Consultant and possess excellent communication skills. A strong understanding of database security and a willingness to learn are essential. Experience with Database & Application Security solutions (such as TDE, SAST, DAST, IAST) or Data Protection (DLP) is preferred. Familiarity with other IT security solutions such as MDM, PAM, MAM, EPP, EDR, MTD, and Antivirus will be a plus. The candidate should have critical thinking skills and the ability to solve problems as they arise. This position is based in South Jakarta, and applicants must be willing to work from the office.
"
Food Production Manager,Pt PMA Greenfield Work and Flow,"Ubud, Bali, Indonesia",51-200 employees,Hospitality  51-200 employees   6 on LinkedIn,"Equipment Maintenance, Food Processing, Food Safety, Food Service, Leadership, Problem Solving, Production Management, Quality Control, Safety Regulations, and Team Leadership","Skills: Quality Control, Equipment Maintenance, +8 more",Professional in English,Hybrid,Full-time,pt_pma_greenfield_work_and_flow_hrd@gmail.com,"We are looking for a skilled and proactive Production Manager to join our team at GWF, located in Sayan, Ubud, Bali. As a plant-based food production facility, we specialize in wholesale vegan food ingredients for our restaurant outlets, and we are committed to high-quality standards and operational efficiency.

In this role, you will be responsible for managing all aspects of the production process. This includes overseeing daily operations, ensuring product quality, maintaining safety standards, and optimizing processes to meet production goals. You will also be responsible for scheduling, staffing, and equipment maintenance, ensuring compliance with health, safety, and food quality standards, and working with other departments to streamline operations and resolve production issues.

To be successful in this role, you should have proven experience as a Production Manager or in a similar position within the food industry. A strong understanding of production management processes, safety regulations, and leadership is essential. Additionally, the ability to work effectively in a fast-paced environment and manage multiple tasks is required. Experience with an ERM system, preferably Odoo, would be advantageous.

We offer a competitive salary and benefits, along with a supportive work environment that provides opportunities for career growth. This is your chance to become a key player in a dynamic and growing company."
Data Product Management (Games) - Sea Labs,Shopee,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn","Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",11 school alumni work here,"Analytics, Communication, Creative Ideation, Data Analysis, Data Analytics, Key Metrics, Model Training, Oral Communication, Technical Architecture, and User Behavior",On-site,Full-time,shopee_hrd@gmail.com,"We are looking for an Analyst to join our Games Team at Shopee, where we aim to provide engaging shopping experiences to millions of users across more than ten regions. Our team enhances user engagement through gamification features, driving fun and excitement in users’ daily interactions with Shopee. We work closely with the business team to make marketing campaigns more exciting and improve the overall user experience.
In this role, you will collaborate with Product Managers to plan the feature development roadmap and evaluate feature adoption through analytics. You will be responsible for providing schema design and tracking documents for new features, offering insights based on user behavior to identify areas for improvement, and designing and evaluating experiments to enhance feature usability. You will also be tasked with developing and maintaining reports and dashboards to monitor key product performance metrics.
The ideal candidate will have 1-2 years of experience in data analytics and product design, ideally with a Bachelor’s Degree in Data Analytics, Statistics, Mathematics, or a relevant quantitative field. You should have strong experience in SQL, be able to provide scalable solutions to product challenges, and possess a solid understanding of technical architecture and data infrastructure principles.
Familiarity with data tools such as Spark and DataHub, as well as data visualization tools like Metabase (or Tableau), is important. You should also be comfortable using analytical tools like Python and R, and have experience with machine learning products, including feature creation and/or model training.
If you're a self-driven individual with strong communication skills and a passion for enhancing user experience, we invite you to be part of our fun and innovative team!"
Consultant - Artificial Intelligence & Data - ID,Deloitte,Jakarta Metropolitan Area,Loading job details,Bussiness Consulting and Services  10001+ employees,"Account Planning, Analitik Data, Cloudera, Ilmu Data, Jasa Keuangan, Kecerdasan Buatan (AI), Programming Languages, Project Finance, Scala, Team Problem Solving",2 school alumni work here,"Adaptability, Critical Thinking",On-site,Full-time,deloitte_hrd@gmail.com,"Deloitte is seeking a Consultant in the field of Artificial Intelligence (AI) and Data to join our dynamic team. This position is ideal for individuals with strong expertise in data analytics, AI, and problem-solving, looking to contribute to large-scale consulting projects in various industries. You will work closely with clients to deliver innovative solutions, leveraging data and AI technologies to improve business performance."
Manager Data Analytics,Prakerja,"Jakarta, Jakarta, Indonesia",51-200 employees,Government Relations Services  51-200 employees   328 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Logical Reasoning, Project Plans, +8 more","Analytical Skills, Analytics, Communication, Computer Science, Data Analysis, Logical Reasoning, Project Management, Project Plans, Reasoning Skills, and Workload Prioritization",On-site,Full-time,prakerja_hrd@gmail.com,"We are seeking an Analytics Manager to lead and organize our analytics function, managing a team of analysts to translate raw data into valuable business insights. In this role, you will implement tools and strategies that will help drive high performance and quality across the business. Strong logical reasoning skills, business intelligence, and effective communication are essential for success in this role. Additionally, if you bring solid industry experience, we would love to meet you.

Your responsibilities will include providing direction to the team of data analysts, leading the development of processes for effective data analysis and reporting, and ensuring projects stay on track. You will also develop and monitor project plans, track risks, and report progress against milestones to ensure timely delivery of initiatives. Proactively anticipating issues and offering practical solutions to business unit leaders will be a key part of your role, ensuring continuous improvement and alignment with business goals."
"Vice President, Global Financial Crimes Specialist, Indonesia",Bank of America,Jakarta Metropolitan Area,"10,001+ employees","Banking  10,001+ employees   210,808 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Issue Management, Regulatory Training, +8 more","Coaching, Critical Thinking, Economic Sanctions, Global Compliance, Issue Management, Management Accounting, Operational Risk, Regulatory Compliance, Regulatory Training, and Risk Assessment",On-site,Full-time,bank_of_america_hrd@gmail.com,"This job is responsible for supporting the execution of substantive money laundering, economic sanctions and fraud compliance and operational risk practices. Key responsibilities include assisting Global Financial Crimes executives and managers with activities that support the identification, escalation and timely mitigation of compliance and operational risks in alignment with the Compliance and Operational Risk Management (CORM) Program, the Financial Crimes and Global Compliance  Enterprise Policies and the Enterprise Fraud Risk Management Standards."
Warehouse Lead - Solo,Shopee,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn","Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",11 school alumni work here,"Bahasa Indonesia, English, Inventory Control, Microsoft Excel, Problem Solving, SAP Products, Shipping & Receiving, Standard Operating Procedure (SOP), Warehouse Management Systems, and Warehouse Operations",On-site,Full-time,shopee_hrd@gmail.com,"We are seeking a Warehouse Division Manager to oversee and streamline the operations within our warehouse. In this role, you will be responsible for setting up and optimizing the processes for each division, Inbound, Inventory, and Outbound, ensuring that all teams meet their KPI targets. You will create a manpower allocation plan based on demand forecasts, including monthly, weekly, and daily staffing needs, to ensure smooth operations. You will collaborate closely with external parties such as Sourcing, Logistics, 3PL, BD, Opex, HR, GA, HSE, and Security to ensure seamless coordination across all functions. As the leader of the warehouse operations, you will drive continuous improvement initiatives, monitor and review Standard Operating Procedures (SOP) and work instructions, and lead problem-solving efforts within each division. Additionally, you will be responsible for controlling the CPO (Cost Per Order) to meet targeted goals and enhance operational efficiency.
"
Senior Consultant - SAP SD / BP,Deloitte,"Surabaya, East Java, Indonesia","10,001+ employees","Business Consulting and Services  10,001+ employees   437,408 on LinkedIn","Analytical Skills, Communication, Attention to Detail, Computer Science, Critical Thinking, Geospatial Intelligence, Metadata Management, Presentation Preparation, Presentations, Stressful Situations",2 school alumni work here,"Business Process, Presentations, Process Analysis, SAP Configuration, SAP HANA, SAP Implementation, SAP Products, SAP Sales & Distribution, Statutory Accounting Principles (SAP), and Training Material",On-site,Full-time,deloitte_hrd@gmail.com,"This role sits within the SAP team of Deloitte Southeast Asia, which encompasses the SAP Module solutions respectively. As a leader of this group, you will drive the growth of our SAP business in the region and be responsible for the creation, sale and delivery of SAP solutions: Functional and Technical Design, SAP Application & Systems Development, SAP Business Transformation"
"Market Research, SPX Express",Shopee,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn","Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",11 school alumni work here,"Analytical Skills, Communication, Data Collection, Field Research, Market Analysis, Market Research, Problem Solving, Quantitative Research, Stakeholder Management, and Teamwork",On-site,Full-time,shopee_hrd@gmail.com,"We are looking for a skilled Market Research Analyst to collaborate with and coordinate across multiple internal stakeholders to support market research initiatives. In this role, you will be responsible for gathering and collating information from various sources to produce valuable, actionable insights that will aid business teams in decision-making. Staying up to date with activity and trends in relevant sectors and markets will be essential for ensuring that our research is both timely and impactful.

You will plan and execute both qualitative and quantitative research, including creating survey scenarios and determining the appropriate methodologies to ensure robust data collection. Field research and conducting interviews will be key tasks, allowing you to gather first-hand insights from target audiences. Additionally, you will be responsible for reporting your findings in a clear and insightful manner, providing senior management with critical information to inform strategic decisions."
Data Scientist,NorthBay Solutions,"Jakarta, Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   346 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Jupyter, Data Science, +8 more","Artificial Intelligence (AI), Dashboards, Data Science, Jupyter, Laptops, Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Python (Programming Language), and Vector",On-site,Full-time,northbay_solutions_hrd@gmail.com,"We are seeking a Data Scientist with expertise in web scraping and ETL to build and maintain efficient data pipelines. In this role, you will focus on automating the extraction, transformation, and loading of data from diverse sources, such as web pages, APIs, and databases, into centralized storage systems. Your primary goal will be to ensure seamless data integration, prioritizing performance, reliability, and quality. You will collaborate closely with a Python developer to create scripts that collect data from websites and APIs, using tools like Selenium or Puppeteer for web scraping. You will be responsible for building and managing processes to collect, transform, and load data, ensuring that these processes can handle large volumes of data smoothly. Additionally, you will clean and fix errors in the data and develop user-friendly scripts for future data cleaning tasks. Your role will also involve combining data from various sources into a unified format while ensuring compliance with legal and privacy regulations. You will implement security measures to safeguard data throughout the process, making sure it remains protected and accessible.
"
Data Scientist,Integrity Asia,Jakarta Metropolitan Area,51-200 employees,Business Consulting and Services  51-200 employees   58 on LinkedIn,Bachelor’s degree in relevant field,"Skills: ETL Tools, Data Science, +8 more","Communication, Computer Science, Data Cleaning, Data Engineering, Data Science, ETL Tools, English, Extract, Transform, Load (ETL), Natural Language Processing (NLP), and Web Scraping",On-site,Full-time,integrity_asia_hrd@gmail.com,"We're looking for a Data Scientist with expertise in web scraping and ETL to build and maintain data pipelines. This role will automate the extraction, transformation, and loading of data from sources like web pages, APIs, and databases into centralized storage systems. This role's goal will be to ensure the data is integrated smoothly, focusing on performance, reliability, and quality."
Data Engineer,iZeno,"Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   202 on LinkedIn,"Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake","Skills: Data Analytics, MySQL, +9 more","Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake",On-site,Full-time,izeno_hrd@gmail.com,"We are looking for a candidate with a Bachelor's Degree in Computer Science, Information Technology, Information Systems, or a related field. The ideal candidate should have at least 3 years of experience in Data Analytics, Data Warehouse, Data Lake, Big Data, or Data Science, with experience in client-facing roles. Hands-on experience and a proven track record of successful project delivery in these areas is highly preferred. The candidate should have strong logical and analytical thinking abilities, along with being adaptable, meticulous, and self-motivated with excellent problem-solving skills. Experience working in a Linux/Unix environment is an added advantage. Required technical skills include Java and advanced SQL, with knowledge of Python and R being a plus. Familiarity with tools such as Talend, Confluent, MongoDB, Snowflake, Dataiku, TIBCO Jaspersoft, or Spotfire will also be beneficial."
Crypto Data Scientist / Machine Learning Engineer (Indonesia-Remote),Jobs via eFinancialCareers,"Jakarta, Indonesia",201-500 employees,Staffing and Recruiting  201-500 employees   14 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Data Science, Pattern Recognition, +8 more","Artificial Intelligence (AI), Computer Science, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), Statistical Analysis, and Statistics",On-site,Full-time,jobs_via_efinancialcareers_hrd@gmail.com,"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities. As a machine learning engineer, you should demonstrate solid data science knowledge and experience. A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models."
Software Development Team Lead,B2BE,"Surabaya, East Java, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   291 on LinkedIn,"Business Solution, Team Leadership, and Web Development","Skills: Web Development, Team Leadership, +1 more","Business Solution, Team Leadership, and Web Development",On-site,Full-time,b2be_hrd@gmail.com,"We are seeking a Software Engineer Team Lead to report directly to the Software Development Manager. In this role, you will be integral to the design, execution, and delivery of software solutions that meet client requirements. Your responsibilities will include assisting management in setting KPIs, managing your team's performance to exceed targets, and ensuring a deep understanding of all solutions, products, and projects. You will lead the application and database design based on project requirements, provide guidance and support to team members, and resolve any issues that arise. Additionally, you will take ownership of key projects, report on resource usage and progress, and ensure the team adheres to coding standards and development guidelines. You will also play a key role in the hiring process, ensuring the team has the right skills and culture fit. As a leader, you will actively enhance your own development skills while helping others grow and driving improvements in development environments and processes."
Scrum Master,VLink Inc,"Jakarta, Indonesia","501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   439 on LinkedIn","Agile Methodologies, Project Management, Retrospectives, Scrum, Software Development Life Cycle (SDLC), and Sprint Planning","Skills: Sprint Planning, Retrospectives, +4 more",Professional in English,On-site,Contract,vlink_inc_hrd@gmail.com,"As an Agile Scrum Master, you will play a crucial role in facilitating daily stand-ups, sprint planning, and retrospectives, ensuring the team adheres to agile practices and processes. You will collaborate closely with developers, product owners, and stakeholders to ensure project success, aligning efforts with business goals. Your responsibility will also include resolving conflicts and removing any impediments that may hinder the team's progress, ensuring they can achieve their goals efficiently. By fostering a culture of continuous improvement and high performance, you will help create an environment where the team thrives and delivers exceptional results."
Head of Product,SawitPRO,"Jakarta, Indonesia",51-200 employees,"Technology, Information and Internet  51-200 employees   192 on LinkedIn","Communication, Product Design, Product Development, Product Management, Strategic Planning, Strategic Thinking, and Team Leadership","Skills: Strategic Thinking, Product Management, +5 more",Bachelor's Degree,On-site,Full-time,sawitpro_hrd@gmail.com,"As a key member of our team, you will own and drive the product strategy, ensuring it aligns with our product vision and effectively communicates with stakeholders and users. You will create and manage the product roadmap, ensuring timely execution of milestones. Your responsibilities will also include discovering user pain points through research and data analysis, collaborating with the analytics team for deeper insights, and prototyping product functionality in partnership with the experience team to enhance user experience. Additionally, you will develop and execute go-to-market strategies, collaborate with the growth team for impactful releases, and lead the team in measuring success based on data-driven results.

You will manage product managers, product designers, and product analysts, ensuring continuous team improvement. Working in an agile development environment, strong communication, problem-solving, collaboration, and teamwork skills are essential. The ability to work independently and drive change will be crucial for your success in this role."
Data Scientist - Risk Platform,Cermati.com,Jakarta Metropolitan Area,"1,001-5,000 employees","Financial Services  1,001-5,000 employees   477 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Key Metrics, Problem Solving, +8 more","Communication, Data Integrity, Data Science, Deep Learning, Key Metrics, Natural Language Processing (NLP), Predictive Analytics, Problem Solving, Query Writing, and Risk Modeling",On-site,Full-time,cermati_com_hrd@gmail.com,"We’re looking for fresh graduates with experience in manipulating datasets and building statistical models for credit risk by leveraging machine learning techniques. You will partner with business, product, and engineering team to explore, determine, analyze, propose, and solve some of the most challenging business problems in lending and reduce risk. You will perform deep-dive exploration and analysis to find improvements in our existing framework. You will be submerged in a fast-paced environment working tightly in a strong team of data scientists and experience firsthand our robust data infrastructure."
Senior Security Engineer - Blue Team,Flip,"Jakarta, Indonesia",201-500 employees,Financial Services  201-500 employees   613 on LinkedIn,"Burp Suite, Cybersecurity, Ethical Hacking, Firewalls, GPEN, Metasploit, OSCP, Python (Programming Language), Security Information and Event Management (SIEM), and Vulnerability Assessment",1 school alum works here,Bachelor's Degree,Hybrid,Full-time,flip_hrd@gmail.com,"We are in search of a highly skilled and seasoned Security Engineer, specializing in blue team operations, to become a vital part of our dynamic cybersecurity team. In this role, as a Security Engineer, you will take on the critical responsibility of safeguarding our digital environments by proactively countering cyber threats. Your primary duties will encompass the preservation of security for Flip's application, infrastructure, network, and data. You will play a pivotal role in elevating our organization's cybersecurity stance. Success in this role hinges on your proactive approach and unwavering commitment to staying ahead of emerging threats and vulnerabilities."
Senior Data Analyst (Pipeline),SQE (S-Quantum Engine),"Jakarta, Indonesia","5,001-10,000 employees","Financial Services  5,001-10,000 employees   116 on LinkedIn","Analytical Skills, Applied Mathematics, Data Analysis, Data Analytics, Mathematics Education, SQL, and Visualization",1 school alum works here,Professional in English,Hybrid,Full-time,sqe_s_quantum_engine__hrd@gmail.com,"As a Data Analyst, you will be responsible for gathering data from both primary and secondary sources while maintaining the integrity of databases and data systems. You will analyze large and complex datasets to detect trends, patterns, and correlations, applying statistical techniques to derive actionable business insights. Your role involves creating data dashboards, charts, and visual reports to aid decision-making across various departments. You will collaborate closely with managers to understand their specific data needs and tailor analysis projects accordingly. Working alongside engineers and programmers, you’ll identify opportunities to enhance data processes and align solutions with business requirements. Additionally, you will develop analytical models—ranging from descriptive and diagnostic to predictive and prescriptive—leveraging AI and machine learning tools to select features, build, and optimize classifiers that drive strategic impact."
Senior Data Engineer,Funding Societies | Modalku Group,"Jakarta, Jakarta, Indonesia",201-500 employees,Financial Services  201-500 employees   523 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Problem Solving, Data Models, +8 more","Business Requirements, Communication, Computer Science, Data Analytics, Data Engineering, Data Models, Data Quality, Data Science, Data Warehousing, and Problem Solving",Remote,Full-time,funding_societies_modalku_group_hrd@gmail.com,"Funding Societies Modalku is the leading SME digital financing platform in Southeast Asia, operating across Singapore, Indonesia, Thailand, and Malaysia. Backed by notable investors such as Sequoia India and Softbank Ventures Asia Corp, we specialize in providing business financing to small and medium-sized enterprises (SMEs), supported by a robust crowdfunding model involving both individual and institutional investors. At our core, we are driven by a set of values that shape our culture and work: we are obsessed with serving customers and building long-term, win-win relationships; we strive for continuous personal and professional growth; we foster collaboration and eliminate internal politics; we embrace experimentation through a test, measure, and act mindset; and we prioritize actions that create meaningful impact. "
Data Engineer,Esha Param Technologist,"Jakarta, Indonesia",1000+ employees,Information Technology 1000+ employees,"Apache Spark, Data Analysis, Data Analytics, Data Engineering, Data Marts, Data Science, Data Warehousing, Databases, Extract, Transform, Load (ETL), and OLAP Cubes","Skills: Data Marts, OLAP Cubes, +8 more",2+ years of work experience with Data Engineering,On-site,Contract,esha_param_technologist_hrd@gmail.com,"On behalf of our client on IT Company. We are searching talented Data Engineer"
Lead Data Engineer,Aliz,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   192 on LinkedIn,"Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership","Skills: Python (Programming Language), SQL, +8 more","Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership",Hybrid,Full-time,aliz_hrd@gmail.com,"We are looking for our first Lead Data Engineer in Jakarta who will create an amazing experience for our customers as they build and maintain solutions in the Google Cloud.
The purpose of this role is to serve as a trusted consultant and expert for our clients as they develop and manage solutions within the Google Cloud environment. As our first-ever lead data engineer in Jakarta, you will collaborate closely with our team of data engineers, cloud engineers, and project managers on dynamic projects. Your role will involve designing complex solutions and implementing your plans to meet our clients' needs effectively."
Data Engineer,Esha Parama Technologys,"Jakarta, Indonesia",1000+ employees,Information Technology 1000+ employees,"Account Management, Coal Mining, Enterprise Resource Planning (ERP), Enterprise Software, Geographic Information Systems (GIS), Mineral Exploration, Mining, Sales, Software Sales, Software as a Service (SaaS), Solution Selling","Skills: Account Management, Coal Mining, +9 more",2+ years of work experience with Data Engineering,On-site,Contract,esha_parama_technologys_hrd@gmail.com,"This is a contract Data Engineer role based in Jakarta, Indonesia. As a Data Engineer, you will be responsible for designing, constructing, installing, testing, and maintaining highly scalable data management systems. This role involves working closely with data scientists to understand and support their data requirements, as well as ensuring the security and integrity of the organization's data."
Senior Data Analyst (Marketing Analytics),Traveloka,Jakarta Metropolitan Area,"1,001-5,000 employees","Software Development  1,001-5,000 employees   3,145 on LinkedIn","Analytical Skills, Communication, Data Analytics, Data Modeling, Data Visualization, Problem Solving, Statistics, Data Manipulation, Databases, Statistical Inference",3 school alumni work here,"Analytics, Big Data, Data Analytics, Data Mining, Data Science, Google BigQuery, Pattern Recognition, R (Programming Language), SQL, and Statistical Analysis",On-site,Full-time,traveloka_hrd@gmail.com,"As a Data Analyst, you will play a crucial role in driving data-informed decision-making to improve key business metrics and overall performance. You will work closely with business and marketing teams to identify needs, formulate hypotheses, and design experiments that generate actionable insights. Your responsibilities will include developing dashboards and data pipelines to track performance, defining success metrics for marketing campaigns, and offering data-driven recommendations to optimize channel and campaign effectiveness. You'll also be responsible for implementing tracking mechanisms using tools such as GA4, Amplitude, and Content Square, as well as conducting causal analysis to assess the impact of various marketing initiatives. Additionally, you will support the adoption of advanced measurement methodologies such as Marketing Mix Modeling (MMM) and Multi-Touch Attribution (MTA).
"
